,field,phenomenon,paradigm,score,metric,model,seed,step
22886,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.5,acc,pythia-160m-seed5,5,32
22888,syntax,Argument structure,blimp_drop_argument,0.69,acc,pythia-160m-seed5,5,32
22890,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.54,acc,pythia-160m-seed5,5,32
22892,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.317,acc,pythia-160m-seed5,5,32
22894,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.695,acc,pythia-160m-seed5,5,32
22896,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.594,acc,pythia-160m-seed5,5,32
22898,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.09,acc,pythia-160m-seed5,5,32
22900,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.524,acc,pythia-160m-seed5,5,32
22902,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.607,acc,pythia-160m-seed5,5,32
22904,syntax,Argument structure,blimp_inchoative,0.414,acc,pythia-160m-seed5,5,32
22906,syntax,Argument structure,blimp_intransitive,0.536,acc,pythia-160m-seed5,5,32
22908,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.867,acc,pythia-160m-seed5,5,32
22910,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.375,acc,pythia-160m-seed5,5,32
22912,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.499,acc,pythia-160m-seed5,5,32
22914,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.504,acc,pythia-160m-seed5,5,32
22916,syntax,Island effects,blimp_left_branch_island_echo_question,0.5,acc,pythia-160m-seed5,5,32
22918,syntax,Island effects,blimp_left_branch_island_simple_question,0.524,acc,pythia-160m-seed5,5,32
22920,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.029,acc,pythia-160m-seed5,5,32
22922,semantics,NPI licensing,blimp_npi_present_1,0.257,acc,pythia-160m-seed5,5,32
22924,semantics,NPI licensing,blimp_npi_present_2,0.226,acc,pythia-160m-seed5,5,32
22926,semantics,NPI licensing,blimp_only_npi_licensor_present,0.585,acc,pythia-160m-seed5,5,32
22928,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.895,acc,pythia-160m-seed5,5,32
22930,syntax,Argument structure,blimp_passive_1,0.581,acc,pythia-160m-seed5,5,32
22932,syntax,Argument structure,blimp_passive_2,0.586,acc,pythia-160m-seed5,5,32
22934,syntaxsemantics,Binding,blimp_principle_A_c_command,0.706,acc,pythia-160m-seed5,5,32
22936,syntaxsemantics,Binding,blimp_principle_A_case_1,0.648,acc,pythia-160m-seed5,5,32
22938,syntaxsemantics,Binding,blimp_principle_A_case_2,0.436,acc,pythia-160m-seed5,5,32
22940,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.521,acc,pythia-160m-seed5,5,32
22942,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.415,acc,pythia-160m-seed5,5,32
22944,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.475,acc,pythia-160m-seed5,5,32
22946,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.477,acc,pythia-160m-seed5,5,32
22948,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.515,acc,pythia-160m-seed5,5,32
22950,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.532,acc,pythia-160m-seed5,5,32
22952,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.998,acc,pythia-160m-seed5,5,32
22954,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.733,acc,pythia-160m-seed5,5,32
22956,syntax,Island effects,blimp_sentential_subject_island,0.528,acc,pythia-160m-seed5,5,32
22958,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.0,acc,pythia-160m-seed5,5,32
22960,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.443,acc,pythia-160m-seed5,5,32
22962,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.534,acc,pythia-160m-seed5,5,32
22964,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.504,acc,pythia-160m-seed5,5,32
22966,syntax,Argument structure,blimp_transitive,0.505,acc,pythia-160m-seed5,5,32
22968,syntax,Filler gap,blimp_wh_island,0.436,acc,pythia-160m-seed5,5,32
22970,syntax,Filler gap,blimp_wh_questions_object_gap,0.982,acc,pythia-160m-seed5,5,32
22972,syntax,Filler gap,blimp_wh_questions_subject_gap,0.999,acc,pythia-160m-seed5,5,32
22974,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,1.0,acc,pythia-160m-seed5,5,32
22976,syntax,Filler gap,blimp_wh_vs_that_no_gap,1.0,acc,pythia-160m-seed5,5,32
22978,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,1.0,acc,pythia-160m-seed5,5,32
22980,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.0,acc,pythia-160m-seed5,5,32
22982,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.0,acc,pythia-160m-seed5,5,32
22986,syntax,Island effects,blimp_adjunct_island,0.582,acc,pythia-160m-seed5,5,16
22988,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.588,acc,pythia-160m-seed5,5,16
22990,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.479,acc,pythia-160m-seed5,5,16
22992,syntax,Argument structure,blimp_animate_subject_passive,0.607,acc,pythia-160m-seed5,5,16
22994,syntax,Argument structure,blimp_animate_subject_trans,0.802,acc,pythia-160m-seed5,5,16
22996,syntax,Argument structure,blimp_causative,0.382,acc,pythia-160m-seed5,5,16
22998,syntax,Island effects,blimp_complex_NP_island,0.487,acc,pythia-160m-seed5,5,16
23000,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.541,acc,pythia-160m-seed5,5,16
23002,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.412,acc,pythia-160m-seed5,5,16
23004,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.522,acc,pythia-160m-seed5,5,16
23006,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.463,acc,pythia-160m-seed5,5,16
23008,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.478,acc,pythia-160m-seed5,5,16
23010,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.511,acc,pythia-160m-seed5,5,16
23012,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.505,acc,pythia-160m-seed5,5,16
23014,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.444,acc,pythia-160m-seed5,5,16
23016,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.478,acc,pythia-160m-seed5,5,16
23018,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.504,acc,pythia-160m-seed5,5,16
23020,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.48,acc,pythia-160m-seed5,5,16
23022,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.514,acc,pythia-160m-seed5,5,16
23024,syntax,Argument structure,blimp_drop_argument,0.694,acc,pythia-160m-seed5,5,16
23026,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.557,acc,pythia-160m-seed5,5,16
23028,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.315,acc,pythia-160m-seed5,5,16
23030,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.644,acc,pythia-160m-seed5,5,16
23032,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.495,acc,pythia-160m-seed5,5,16
23034,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.169,acc,pythia-160m-seed5,5,16
23036,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.463,acc,pythia-160m-seed5,5,16
23038,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.597,acc,pythia-160m-seed5,5,16
23040,syntax,Argument structure,blimp_inchoative,0.408,acc,pythia-160m-seed5,5,16
23042,syntax,Argument structure,blimp_intransitive,0.552,acc,pythia-160m-seed5,5,16
23044,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.773,acc,pythia-160m-seed5,5,16
23046,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.408,acc,pythia-160m-seed5,5,16
23048,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.505,acc,pythia-160m-seed5,5,16
23050,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.495,acc,pythia-160m-seed5,5,16
23052,syntax,Island effects,blimp_left_branch_island_echo_question,0.578,acc,pythia-160m-seed5,5,16
23054,syntax,Island effects,blimp_left_branch_island_simple_question,0.535,acc,pythia-160m-seed5,5,16
23056,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.027,acc,pythia-160m-seed5,5,16
23058,semantics,NPI licensing,blimp_npi_present_1,0.166,acc,pythia-160m-seed5,5,16
23060,semantics,NPI licensing,blimp_npi_present_2,0.185,acc,pythia-160m-seed5,5,16
23062,semantics,NPI licensing,blimp_only_npi_licensor_present,0.891,acc,pythia-160m-seed5,5,16
23064,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.91,acc,pythia-160m-seed5,5,16
23066,syntax,Argument structure,blimp_passive_1,0.575,acc,pythia-160m-seed5,5,16
23068,syntax,Argument structure,blimp_passive_2,0.598,acc,pythia-160m-seed5,5,16
23070,syntaxsemantics,Binding,blimp_principle_A_c_command,0.689,acc,pythia-160m-seed5,5,16
23072,syntaxsemantics,Binding,blimp_principle_A_case_1,0.325,acc,pythia-160m-seed5,5,16
23074,syntaxsemantics,Binding,blimp_principle_A_case_2,0.472,acc,pythia-160m-seed5,5,16
23076,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.492,acc,pythia-160m-seed5,5,16
23078,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.46,acc,pythia-160m-seed5,5,16
23080,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.492,acc,pythia-160m-seed5,5,16
23082,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.517,acc,pythia-160m-seed5,5,16
23084,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.482,acc,pythia-160m-seed5,5,16
23086,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.529,acc,pythia-160m-seed5,5,16
23088,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.923,acc,pythia-160m-seed5,5,16
23090,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.703,acc,pythia-160m-seed5,5,16
23092,syntax,Island effects,blimp_sentential_subject_island,0.501,acc,pythia-160m-seed5,5,16
23094,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.037,acc,pythia-160m-seed5,5,16
23096,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.173,acc,pythia-160m-seed5,5,16
23098,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.595,acc,pythia-160m-seed5,5,16
23100,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.433,acc,pythia-160m-seed5,5,16
23102,syntax,Argument structure,blimp_transitive,0.499,acc,pythia-160m-seed5,5,16
23104,syntax,Filler gap,blimp_wh_island,0.36,acc,pythia-160m-seed5,5,16
23106,syntax,Filler gap,blimp_wh_questions_object_gap,0.731,acc,pythia-160m-seed5,5,16
23108,syntax,Filler gap,blimp_wh_questions_subject_gap,0.716,acc,pythia-160m-seed5,5,16
23110,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.741,acc,pythia-160m-seed5,5,16
23112,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.77,acc,pythia-160m-seed5,5,16
23114,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.762,acc,pythia-160m-seed5,5,16
23116,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.219,acc,pythia-160m-seed5,5,16
23118,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.255,acc,pythia-160m-seed5,5,16
23122,syntax,Island effects,blimp_adjunct_island,0.792,acc,pythia-160m-seed5,5,90000
23124,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.995,acc,pythia-160m-seed5,5,90000
23126,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.994,acc,pythia-160m-seed5,5,90000
23128,syntax,Argument structure,blimp_animate_subject_passive,0.76,acc,pythia-160m-seed5,5,90000
23130,syntax,Argument structure,blimp_animate_subject_trans,0.892,acc,pythia-160m-seed5,5,90000
23132,syntax,Argument structure,blimp_causative,0.727,acc,pythia-160m-seed5,5,90000
23134,syntax,Island effects,blimp_complex_NP_island,0.548,acc,pythia-160m-seed5,5,90000
23136,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.671,acc,pythia-160m-seed5,5,90000
23138,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.833,acc,pythia-160m-seed5,5,90000
23140,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.984,acc,pythia-160m-seed5,5,90000
23142,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.986,acc,pythia-160m-seed5,5,90000
23144,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.901,acc,pythia-160m-seed5,5,90000
23146,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.965,acc,pythia-160m-seed5,5,90000
23148,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.946,acc,pythia-160m-seed5,5,90000
23150,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.911,acc,pythia-160m-seed5,5,90000
23152,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.917,acc,pythia-160m-seed5,5,90000
23154,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.952,acc,pythia-160m-seed5,5,90000
23156,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.807,acc,pythia-160m-seed5,5,90000
23158,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.744,acc,pythia-160m-seed5,5,90000
23160,syntax,Argument structure,blimp_drop_argument,0.783,acc,pythia-160m-seed5,5,90000
23162,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.809,acc,pythia-160m-seed5,5,90000
23164,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.875,acc,pythia-160m-seed5,5,90000
23166,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.81,acc,pythia-160m-seed5,5,90000
23168,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.98,acc,pythia-160m-seed5,5,90000
23170,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.322,acc,pythia-160m-seed5,5,90000
23172,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.885,acc,pythia-160m-seed5,5,90000
23174,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.78,acc,pythia-160m-seed5,5,90000
23176,syntax,Argument structure,blimp_inchoative,0.637,acc,pythia-160m-seed5,5,90000
23178,syntax,Argument structure,blimp_intransitive,0.808,acc,pythia-160m-seed5,5,90000
23180,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.918,acc,pythia-160m-seed5,5,90000
23182,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.931,acc,pythia-160m-seed5,5,90000
23184,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.929,acc,pythia-160m-seed5,5,90000
23186,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.908,acc,pythia-160m-seed5,5,90000
23188,syntax,Island effects,blimp_left_branch_island_echo_question,0.558,acc,pythia-160m-seed5,5,90000
23190,syntax,Island effects,blimp_left_branch_island_simple_question,0.667,acc,pythia-160m-seed5,5,90000
23192,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.458,acc,pythia-160m-seed5,5,90000
23194,semantics,NPI licensing,blimp_npi_present_1,0.576,acc,pythia-160m-seed5,5,90000
23196,semantics,NPI licensing,blimp_npi_present_2,0.589,acc,pythia-160m-seed5,5,90000
23198,semantics,NPI licensing,blimp_only_npi_licensor_present,0.638,acc,pythia-160m-seed5,5,90000
23200,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.476,acc,pythia-160m-seed5,5,90000
23202,syntax,Argument structure,blimp_passive_1,0.899,acc,pythia-160m-seed5,5,90000
23204,syntax,Argument structure,blimp_passive_2,0.879,acc,pythia-160m-seed5,5,90000
23206,syntaxsemantics,Binding,blimp_principle_A_c_command,0.54,acc,pythia-160m-seed5,5,90000
23208,syntaxsemantics,Binding,blimp_principle_A_case_1,1.0,acc,pythia-160m-seed5,5,90000
23210,syntaxsemantics,Binding,blimp_principle_A_case_2,0.951,acc,pythia-160m-seed5,5,90000
23212,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.967,acc,pythia-160m-seed5,5,90000
23214,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.749,acc,pythia-160m-seed5,5,90000
23216,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.592,acc,pythia-160m-seed5,5,90000
23218,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.158,acc,pythia-160m-seed5,5,90000
23220,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.927,acc,pythia-160m-seed5,5,90000
23222,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.92,acc,pythia-160m-seed5,5,90000
23224,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.985,acc,pythia-160m-seed5,5,90000
23226,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.752,acc,pythia-160m-seed5,5,90000
23228,syntax,Island effects,blimp_sentential_subject_island,0.235,acc,pythia-160m-seed5,5,90000
23230,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.791,acc,pythia-160m-seed5,5,90000
23232,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.945,acc,pythia-160m-seed5,5,90000
23234,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.642,acc,pythia-160m-seed5,5,90000
23236,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.855,acc,pythia-160m-seed5,5,90000
23238,syntax,Argument structure,blimp_transitive,0.841,acc,pythia-160m-seed5,5,90000
23240,syntax,Filler gap,blimp_wh_island,0.786,acc,pythia-160m-seed5,5,90000
23242,syntax,Filler gap,blimp_wh_questions_object_gap,0.787,acc,pythia-160m-seed5,5,90000
23244,syntax,Filler gap,blimp_wh_questions_subject_gap,0.919,acc,pythia-160m-seed5,5,90000
23246,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.827,acc,pythia-160m-seed5,5,90000
23248,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.946,acc,pythia-160m-seed5,5,90000
23250,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.962,acc,pythia-160m-seed5,5,90000
23252,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.56,acc,pythia-160m-seed5,5,90000
23254,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.287,acc,pythia-160m-seed5,5,90000
23258,syntax,Island effects,blimp_adjunct_island,0.799,acc,pythia-160m-seed5,5,80000
23260,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.998,acc,pythia-160m-seed5,5,80000
23262,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.993,acc,pythia-160m-seed5,5,80000
23264,syntax,Argument structure,blimp_animate_subject_passive,0.756,acc,pythia-160m-seed5,5,80000
23266,syntax,Argument structure,blimp_animate_subject_trans,0.888,acc,pythia-160m-seed5,5,80000
23268,syntax,Argument structure,blimp_causative,0.723,acc,pythia-160m-seed5,5,80000
23270,syntax,Island effects,blimp_complex_NP_island,0.535,acc,pythia-160m-seed5,5,80000
23272,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.706,acc,pythia-160m-seed5,5,80000
23274,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.812,acc,pythia-160m-seed5,5,80000
23276,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.99,acc,pythia-160m-seed5,5,80000
23278,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.979,acc,pythia-160m-seed5,5,80000
23280,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.875,acc,pythia-160m-seed5,5,80000
23282,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.952,acc,pythia-160m-seed5,5,80000
23284,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.933,acc,pythia-160m-seed5,5,80000
23286,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.914,acc,pythia-160m-seed5,5,80000
23288,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.886,acc,pythia-160m-seed5,5,80000
23290,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.957,acc,pythia-160m-seed5,5,80000
23292,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.793,acc,pythia-160m-seed5,5,80000
23294,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.756,acc,pythia-160m-seed5,5,80000
23296,syntax,Argument structure,blimp_drop_argument,0.786,acc,pythia-160m-seed5,5,80000
23298,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.775,acc,pythia-160m-seed5,5,80000
23300,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.899,acc,pythia-160m-seed5,5,80000
23302,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.85,acc,pythia-160m-seed5,5,80000
23304,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.969,acc,pythia-160m-seed5,5,80000
23306,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.352,acc,pythia-160m-seed5,5,80000
23308,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.889,acc,pythia-160m-seed5,5,80000
23310,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.795,acc,pythia-160m-seed5,5,80000
23312,syntax,Argument structure,blimp_inchoative,0.627,acc,pythia-160m-seed5,5,80000
23314,syntax,Argument structure,blimp_intransitive,0.785,acc,pythia-160m-seed5,5,80000
23316,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.915,acc,pythia-160m-seed5,5,80000
23318,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.922,acc,pythia-160m-seed5,5,80000
23320,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.91,acc,pythia-160m-seed5,5,80000
23322,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.891,acc,pythia-160m-seed5,5,80000
23324,syntax,Island effects,blimp_left_branch_island_echo_question,0.624,acc,pythia-160m-seed5,5,80000
23326,syntax,Island effects,blimp_left_branch_island_simple_question,0.688,acc,pythia-160m-seed5,5,80000
23328,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.461,acc,pythia-160m-seed5,5,80000
23330,semantics,NPI licensing,blimp_npi_present_1,0.584,acc,pythia-160m-seed5,5,80000
23332,semantics,NPI licensing,blimp_npi_present_2,0.602,acc,pythia-160m-seed5,5,80000
23334,semantics,NPI licensing,blimp_only_npi_licensor_present,0.684,acc,pythia-160m-seed5,5,80000
23336,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.529,acc,pythia-160m-seed5,5,80000
23338,syntax,Argument structure,blimp_passive_1,0.901,acc,pythia-160m-seed5,5,80000
23340,syntax,Argument structure,blimp_passive_2,0.88,acc,pythia-160m-seed5,5,80000
23342,syntaxsemantics,Binding,blimp_principle_A_c_command,0.523,acc,pythia-160m-seed5,5,80000
23344,syntaxsemantics,Binding,blimp_principle_A_case_1,1.0,acc,pythia-160m-seed5,5,80000
23346,syntaxsemantics,Binding,blimp_principle_A_case_2,0.942,acc,pythia-160m-seed5,5,80000
23348,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.969,acc,pythia-160m-seed5,5,80000
23350,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.703,acc,pythia-160m-seed5,5,80000
23352,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.579,acc,pythia-160m-seed5,5,80000
23354,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.169,acc,pythia-160m-seed5,5,80000
23356,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.931,acc,pythia-160m-seed5,5,80000
23358,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.906,acc,pythia-160m-seed5,5,80000
23360,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.992,acc,pythia-160m-seed5,5,80000
23362,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.716,acc,pythia-160m-seed5,5,80000
23364,syntax,Island effects,blimp_sentential_subject_island,0.26,acc,pythia-160m-seed5,5,80000
23366,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.818,acc,pythia-160m-seed5,5,80000
23368,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.908,acc,pythia-160m-seed5,5,80000
23370,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.615,acc,pythia-160m-seed5,5,80000
23372,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.872,acc,pythia-160m-seed5,5,80000
23374,syntax,Argument structure,blimp_transitive,0.843,acc,pythia-160m-seed5,5,80000
23376,syntax,Filler gap,blimp_wh_island,0.774,acc,pythia-160m-seed5,5,80000
23378,syntax,Filler gap,blimp_wh_questions_object_gap,0.794,acc,pythia-160m-seed5,5,80000
23380,syntax,Filler gap,blimp_wh_questions_subject_gap,0.906,acc,pythia-160m-seed5,5,80000
23382,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.857,acc,pythia-160m-seed5,5,80000
23384,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.964,acc,pythia-160m-seed5,5,80000
23386,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.961,acc,pythia-160m-seed5,5,80000
23388,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.541,acc,pythia-160m-seed5,5,80000
23390,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.257,acc,pythia-160m-seed5,5,80000
23394,syntax,Island effects,blimp_adjunct_island,0.615,acc,pythia-160m-seed5,5,1000
23396,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.82,acc,pythia-160m-seed5,5,1000
23398,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.962,acc,pythia-160m-seed5,5,1000
23400,syntax,Argument structure,blimp_animate_subject_passive,0.75,acc,pythia-160m-seed5,5,1000
23402,syntax,Argument structure,blimp_animate_subject_trans,0.861,acc,pythia-160m-seed5,5,1000
23404,syntax,Argument structure,blimp_causative,0.583,acc,pythia-160m-seed5,5,1000
23406,syntax,Island effects,blimp_complex_NP_island,0.36,acc,pythia-160m-seed5,5,1000
23408,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.184,acc,pythia-160m-seed5,5,1000
23410,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.69,acc,pythia-160m-seed5,5,1000
23412,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.916,acc,pythia-160m-seed5,5,1000
23414,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.914,acc,pythia-160m-seed5,5,1000
